Target,Id,Date,Flag,Name,Text,polarity
0,1467810672,Mon Apr 06 22:19:49 PDT 2009,NO_QUERY,scotthamilton,"['upset', 'can', 'update', 'Facebook', 'texting', 'might', 'cry', 'result', 'School', 'today', 'also', 'Blah']",0.0
0,1467810917,Mon Apr 06 22:19:53 PDT 2009,NO_QUERY,mattycus,"['Kenichan', 'I', 'dived', 'many', 'times', 'ball', 'Managed', 'save', '50', 'The', 'rest', 'go', 'bounds']",0.5
0,1467811184,Mon Apr 06 22:19:57 PDT 2009,NO_QUERY,ElleCTF,"['whole', 'body', 'feels', 'itchy', 'like', 'fire']",0.2
0,1467811193,Mon Apr 06 22:19:57 PDT 2009,NO_QUERY,Karoli,"['nationwideclass', 'behaving', 'mad', 'I', 'can', 'see']",-0.625
0,1467811372,Mon Apr 06 22:20:00 PDT 2009,NO_QUERY,joy_wolf,"['Kwesidei', 'whole', 'crew']",0.2
0,1467811592,Mon Apr 06 22:20:03 PDT 2009,NO_QUERY,mybirch,"['Need', 'hug']",0.0
0,1467811594,Mon Apr 06 22:20:03 PDT 2009,NO_QUERY,coZZ,"['LOLTrish', 'hey', 'long', 'time', 'see', 'Yes', 'Rains', 'bit', 'bit', 'LOL', 'I', 'fine', 'thanks']",0.2733333333333333
0,1467811795,Mon Apr 06 22:20:05 PDT 2009,NO_QUERY,2Hood4Hollywood,"['Tatiana_K', 'nope']",0.0
0,1467812025,Mon Apr 06 22:20:09 PDT 2009,NO_QUERY,mimismo,"['twittera', 'que', 'muera']",0.0
0,1467812416,Mon Apr 06 22:20:16 PDT 2009,NO_QUERY,erinx3leannexo,"['spring', 'break', 'plain', 'city', 'snowing']",-0.21428571428571427
0,1467812579,Mon Apr 06 22:20:17 PDT 2009,NO_QUERY,pardonlauren,"['I', 'just', 'repierced', 'ears']",0.0
0,1467812723,Mon Apr 06 22:20:19 PDT 2009,NO_QUERY,TLeC,"['caregiving', 'I', 'bear', 'watch', 'And', 'I', 'thought', 'UA', 'loss', 'embarrassing']",0.0
0,1467812771,Mon Apr 06 22:20:19 PDT 2009,NO_QUERY,robrobbierobert,"['octolinz16', 'It', 'counts', 'idk', 'I', 'either', 'never', 'talk', 'anymore']",0.0
0,1467812784,Mon Apr 06 22:20:20 PDT 2009,NO_QUERY,bayofwolves,"['smarrison', 'first', 'gun', 'really', 'though', 'zac', 'snyders', 'just', 'doucheclown']",0.075
0,1467812799,Mon Apr 06 22:20:20 PDT 2009,NO_QUERY,HairByJess,"['iamjazzyfizzle', 'I', 'wish', 'I', 'got', 'watch', 'I', 'miss', 'iamlilnicki', 'premiere']",0.0
0,1467812964,Mon Apr 06 22:20:22 PDT 2009,NO_QUERY,lovesongwriter,"['Hollis', 'death', 'scene', 'will', 'hurt', 'severely', 'watch', 'film', 'wry', 'directors', 'cut', 'now']",0.0
0,1467813137,Mon Apr 06 22:20:25 PDT 2009,NO_QUERY,armotley,"['file', 'taxes']",0.0
0,1467813579,Mon Apr 06 22:20:31 PDT 2009,NO_QUERY,starkissed,"['LettyA', 'ahh', 'ive', 'always', 'wanted', 'see', 'rent', 'love', 'soundtrack']",0.5
0,1467813782,Mon Apr 06 22:20:34 PDT 2009,NO_QUERY,gi_gi_bee,"['FakerPattyPattz', 'Oh', 'dear', 'Were', 'drinking', 'forgotten', 'table', 'drinks']",0.0
0,1467813985,Mon Apr 06 22:20:37 PDT 2009,NO_QUERY,quanvu,"['alydesigns', 'day', 'get', 'much', 'done']",0.35
0,1467813992,Mon Apr 06 22:20:38 PDT 2009,NO_QUERY,swinspeedx,"['one', 'friend', 'called', 'asked', 'meet', 'Mid', 'Valley', 'todaybut', 'time', 'sigh']",0.0
0,1467814119,Mon Apr 06 22:20:40 PDT 2009,NO_QUERY,cooliodoc,"['angry_barista', 'I', 'baked', 'cake', 'I', 'ated']",0.0
0,1467814180,Mon Apr 06 22:20:40 PDT 2009,NO_QUERY,viJILLante,"['week', 'going', 'hoped']",0.0
0,1467814192,Mon Apr 06 22:20:41 PDT 2009,NO_QUERY,Ljelli3166,"['blagh', 'class', '8', 'tomorrow']",0.0
0,1467814438,Mon Apr 06 22:20:44 PDT 2009,NO_QUERY,ChicagoCubbie,"['I', 'hate', 'I', 'call', 'wake', 'people']",-0.8
0,1467814783,Mon Apr 06 22:20:50 PDT 2009,NO_QUERY,KatieAngell,"['Just', 'going', 'cry', 'sleep', 'watching', 'Marley', 'Me']",0.0
0,1467814883,Mon Apr 06 22:20:52 PDT 2009,NO_QUERY,gagoo,"['im', 'sad', 'now', 'MissLilly']",-0.5
0,1467815199,Mon Apr 06 22:20:56 PDT 2009,NO_QUERY,abel209,"['ooooh', 'LOL', 'leslie', 'ok', 'I', 'will', 'leslie', 'will', 'get', 'mad']",0.225
0,1467815753,Mon Apr 06 22:21:04 PDT 2009,NO_QUERY,BaptisteTheFool,"['Meh', 'Almost', 'Lover', 'exception', 'track', 'gets', 'depressed', 'every', 'time']",0.0
0,1467815923,Mon Apr 06 22:21:07 PDT 2009,NO_QUERY,fatkat309,"['some1', 'hacked', 'account', 'aim', 'now', 'make', 'new', 'one']",0.13636363636363635
0,1467815924,Mon Apr 06 22:21:07 PDT 2009,NO_QUERY,EmCDL,"['alielayus', 'I', 'want', 'go', 'promote', 'GEAR', 'AND', 'GROOVE', 'unfornately', 'ride', 'I', 'may', 'b', 'going', 'one', 'Anaheim', 'May', 'though']",0.0
0,1467815988,Mon Apr 06 22:21:09 PDT 2009,NO_QUERY,merisssa,"['thought', 'sleeping', 'option', 'tomorrow', 'realizing', 'now', 'evaluations', 'morning', 'work', 'afternoon']",0.0
0,1467816149,Mon Apr 06 22:21:11 PDT 2009,NO_QUERY,Pbearfox,"['julieebaby', 'awe', 'love', '1', 'miss']",0.5
0,1467816665,Mon Apr 06 22:21:21 PDT 2009,NO_QUERY,jsoo,"['HumpNinja', 'I', 'cry', 'asian', 'eyes', 'sleep', 'night']",0.0
0,1467816749,Mon Apr 06 22:21:20 PDT 2009,NO_QUERY,scarletletterm,"['ok', 'I', 'sick', 'spent', 'hour', 'sitting', 'shower', 'cause', 'I', 'sick', 'stand', 'held', 'back', 'puke', 'like', 'champ', 'BED', 'now']",-0.20571428571428568
0,1467817225,Mon Apr 06 22:21:27 PDT 2009,NO_QUERY,crosland_12,"['cocomix04', 'ill', 'tell', 'ya', 'story', 'later', 'good', 'day', 'ill', 'workin', 'like', 'three', 'hours']",-0.17
0,1467817374,Mon Apr 06 22:21:30 PDT 2009,NO_QUERY,ajaxpro,"['MissXu', 'sorry', 'bed', 'time', 'came', 'GMT1', 'httpisgdfNge']",-0.5
0,1467817502,Mon Apr 06 22:21:32 PDT 2009,NO_QUERY,Tmttq86,"['fleurylis', 'I', 'either', 'Its', 'depressing', 'I', 'think', 'I', 'even', 'want', 'know', 'kids', 'suitcases']",-0.6
0,1467818007,Mon Apr 06 22:21:39 PDT 2009,NO_QUERY,Anthony_Nguyen,"['Bed', 'Class', '812', 'Work', '123', 'Gym', '35', '6', 'Then', 'class', '610', 'Another', 'day', 'gon', 'na', 'fly', 'I', 'miss', 'girlfriend']",0.8
0,1467818020,Mon Apr 06 22:21:39 PDT 2009,NO_QUERY,itsanimesh,"['really', 'feel', 'like', 'getting', 'today', 'got', 'study', 'tomorrows', 'practical', 'exam']",-0.1
0,1467818481,Mon Apr 06 22:21:46 PDT 2009,NO_QUERY,lionslamb,"['He', 'reason', 'teardrops', 'guitar', 'one', 'enough', 'break', 'heart']",0.0
0,1467818603,Mon Apr 06 22:21:49 PDT 2009,NO_QUERY,kennypham,"['Sad', 'sad', 'sad', 'I', 'know', 'I', 'hate', 'feeling', 'I', 'wan', 'na', 'sleep', 'I', 'still', 'can']",-0.575
0,1467818900,Mon Apr 06 22:21:53 PDT 2009,NO_QUERY,DdubsShellBell,"['JonathanRKnight', 'Awww', 'I', 'soo', 'wish', 'I', 'see', 'finally', 'comfortable', 'Im', 'sad', 'I', 'missed']",0.10000000000000002
0,1467819022,Mon Apr 06 22:21:56 PDT 2009,NO_QUERY,hpfangirl94,"['Falling', 'asleep', 'Just', 'heard', 'Tracy', 'girls', 'body', 'found', 'How', 'sad', 'My', 'heart', 'breaks', 'family']",-0.5
0,1467819650,Mon Apr 06 22:22:05 PDT 2009,NO_QUERY,antzpantz,"['Viennah', 'Yay', 'I', 'happy', 'job', 'But', 'also', 'means', 'less', 'time']",0.3166666666666667
0,1467819712,Mon Apr 06 22:22:06 PDT 2009,NO_QUERY,labrt2004,"['Just', 'checked', 'user', 'timeline', 'blackberry', 'looks', 'like', 'twanking', 'still', 'happening', 'Are', 'ppl', 'still', 'probs', 'w', 'BGs', 'UIDs']",0.0
0,1467819812,Mon Apr 06 22:22:07 PDT 2009,NO_QUERY,IrisJumbe,"['Oh', 'manwas', 'ironing', 'jeancjumbes', 'fave', 'top', 'wear', 'meeting', 'Burnt']",0.5
0,1467820206,Mon Apr 06 22:22:13 PDT 2009,NO_QUERY,peacoats,"['strangely', 'sad', 'LiLo', 'SamRo', 'breaking']",-0.5
0,1467820835,Mon Apr 06 22:22:25 PDT 2009,NO_QUERY,cyantist,"['tea', 'oh', 'sorry', 'think', 'retweeting']",-0.5
0,1467820863,Mon Apr 06 22:22:23 PDT 2009,NO_QUERY,tautao,"['Broadband', 'plan', 'massive', 'broken', 'promise', 'httptinyurlcomdcuc33', 'via', 'wwwdiigocomtautao', 'Still', 'waiting', 'broadband']",-0.2
0,1467820906,Mon Apr 06 22:22:24 PDT 2009,NO_QUERY,voyage2k,"['localtweeps', 'Wow', 'tons', 'replies', 'may', 'unfollow', 'I', 'can', 'see', 'friends', 'tweets', 'scrolling', 'feed', 'lot']",0.1
0,1467821085,Mon Apr 06 22:22:26 PDT 2009,NO_QUERY,crzy_cdn_bulas,"['duck', 'chicken', 'taking', 'wayyy', 'long', 'hatch']",-0.325
0,1467821338,Mon Apr 06 22:22:30 PDT 2009,NO_QUERY,justnetgirl,"['Put', 'vacation', 'photos', 'online', 'yrs', 'ago', 'PC', 'crashed', 'now', 'I', 'forget', 'name', 'site']",-0.2
0,1467821455,Mon Apr 06 22:22:32 PDT 2009,NO_QUERY,CiaraRenee,"['I', 'need', 'hug']",0.0
0,1467821715,Mon Apr 06 22:22:37 PDT 2009,NO_QUERY,deelau,"['andywana', 'Not', 'sure', 'PoS', 'As', 'much', 'I', 'want', 'I', 'dont', 'think', 'can', 'trade', 'away', 'company', 'assets', 'sorry', 'andy']",-0.1375
0,1467822384,Mon Apr 06 22:22:47 PDT 2009,NO_QUERY,Lindsey0920,"['oanhLove', 'I', 'hate', 'happens']",-0.8
0,1467822389,Mon Apr 06 22:22:47 PDT 2009,NO_QUERY,HybridMink,"['I', 'sad', 'feeling', 'Dallas', 'going', 'show', 'I', 'got', 'ta', 'say', 'though', 'think', 'shows', 'use', 'music', 'game', 'mmm']",-0.13333333333333333
0,1467822519,Mon Apr 06 22:22:49 PDT 2009,NO_QUERY,gzacher,"['Ugh92', 'degrees', 'tomorrow']",0.0
0,1467822522,Mon Apr 06 22:22:49 PDT 2009,NO_QUERY,Jenn_L,"['Where', 'u', 'move', 'I', 'thought', 'u', 'already', 'sd', 'Hmmm', 'Random', 'u', 'found', 'Glad', 'hear', 'yer', 'well']",0.0
0,1467822687,Mon Apr 06 22:22:52 PDT 2009,NO_QUERY,xVivaLaJuicyx,"['BatManYNG', 'I', 'miss', 'ps3', 'commission', 'Wutcha', 'playing', 'Have', 'copped', 'Blood', 'On', 'The', 'Sand']",0.0
0,1467822918,Mon Apr 06 22:22:55 PDT 2009,NO_QUERY,krbleyle,"['just', 'leaving', 'parking', 'lot', 'work']",0.0
0,1467823437,Mon Apr 06 22:23:03 PDT 2009,NO_QUERY,xpika,"['The', 'Life', 'cool', 'But', 'Me']",0.35
0,1467823770,Mon Apr 06 22:23:08 PDT 2009,NO_QUERY,Henkuyinepu,"['Sadly', 'though', 'I', 'never', 'gotten', 'experience', 'post', 'coitus', 'cigarette', 'now', 'I', 'never', 'will']",-0.5
0,1467823851,Mon Apr 06 22:23:09 PDT 2009,NO_QUERY,ericg622,"['I', 'nice', 'day', 'Too', 'bad', 'rain', 'comes', 'tomorrow', '5am']",-0.03333333333333329
0,1467824199,Mon Apr 06 22:23:15 PDT 2009,NO_QUERY,adri_mane,"['Starrbby', 'bad', 'I', 'will', 'around', 'I', 'lost', 'job', 'can', 'even', 'pay', 'phone', 'bill', 'lmao', 'aw', 'shucks']",-0.04999999999999993
0,1467824664,Mon Apr 06 22:23:23 PDT 2009,NO_QUERY,a_mariepyt,"['Damm', 'back', 'school', 'tomorrow']",0.0
0,1467824967,Mon Apr 06 22:23:28 PDT 2009,NO_QUERY,playboybacon,"['Mo', 'jobs', 'money', 'hell', 'min', 'wage', '4', 'fn', 'clams', 'hour']",0.0
0,1467825003,Mon Apr 06 22:23:28 PDT 2009,NO_QUERY,leslierosales,"['katortiz', 'Not', 'forever', 'See', 'soon']",0.0
0,1467825084,Mon Apr 06 22:23:30 PDT 2009,NO_QUERY,PresidentSnow,"['Lt_Algonquin', 'agreed', 'I', 'saw', 'failwhale', 'allllll', 'day', 'today']",0.0
0,1467825411,Mon Apr 06 22:23:35 PDT 2009,NO_QUERY,michrod,"['jdarter', 'Oh', 'Haha', 'dude', 'I', 'dont', 'really', 'look', 'em', 'unless', 'someone', 'says', 'HEY', 'I', 'ADDED', 'YOU', 'Sorry', 'I', 'terrible', 'I', 'need', 'pop']",-0.275
0,1467825642,Mon Apr 06 22:23:39 PDT 2009,NO_QUERY,timmelko,"['ninjen', 'I', 'sure', 'right', 'I', 'need', 'start', 'working', 'Nikster', 'Or', 'Jared', 'least']",0.1619047619047619
